"Total Time","Mean Performance","Wallclock Time","Incumbent ID","Automatic Configurator Time","Configuration..."
0.0768, 100000000, 0.0001, 0, 0.0768, level='6', memLevel='5', strategy='3', wbits='28'
11.0045, 3.6419999999999995, 11.0996, 0, 0.0785, level='6', memLevel='5', strategy='3', wbits='28'
65.7005, 3.6419999999999995, 91.1936, 0, 0.0946, level='6', memLevel='5', strategy='3', wbits='28'
65.7007, 3.6419999999999995, 91.1937, 0, 0.0947, level='6', memLevel='5', strategy='3', wbits='28'
