"Total Time","Mean Performance","Wallclock Time","Incumbent ID","Automatic Configurator Time","Configuration..."
0.0947, 100000000, 0.0001, 0, 0.0947, asymm='False', elim='True', pre='True', rcheck='False', rnd-init='False'
